Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
MT168813.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT168805.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT168758.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT168639.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT168619.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT105394.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102521.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102520.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102519.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102518.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102509.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102508.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102503.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102499.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102498.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102497.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT102495.1	Influenza A virus	Centers for Disease Control and Prevention of Lishui, Department of Inspection	Wang,X.G.,Ye,L.,Ye,B.F.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT056514.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT056498.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT056250.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT056210.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031619.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031539.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031482.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031395.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031379.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031323.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031299.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031259.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031155.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031059.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT031011.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT030934.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MT030902.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975962.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975819.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975766.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975731.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975659.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975564.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN975538.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955502.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955501.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955500.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955499.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955498.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955497.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955496.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955495.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955494.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955492.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955491.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955490.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955489.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955488.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN955487.1	Influenza A virus	National Institute of Virology, Pune, Human Influenza	Potdar,V.A.,Digraskar,S.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN949049.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948969.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948889.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948841.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948801.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948777.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948761.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948601.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948481.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948473.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948436.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948425.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948418.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN948403.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN947772.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN947761.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN947742.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Katz,J.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881956.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881942.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881919.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881855.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881847.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881839.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN881815.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873990.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873980.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873964.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873838.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873828.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873748.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN873742.1	Influenza A virus	Naval Health Research Center, Operational Infectious Diseases	Zeighami,R.,Pan,R.,Balansay-Ames,M.S.,Vo,S.,Myers,C.A.,Christy,N.C.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN826673.1	Influenza A virus	Korea Center for Disease Control and Prevention, Division of Viral Diseases	Kim,J.S.,Kim,J.G.,Kim,M.S.,Lee,N.J.,Jeong,Y.S.,Han,M.G.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN826665.1	Influenza A virus	Korea Center for Disease Control and Prevention, Division of Viral Diseases	Kim,J.S.,Kim,J.G.,Kim,M.S.,Lee,N.J.,Jeong,Y.S.,Han,M.G.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN826641.1	Influenza A virus	Korea Center for Disease Control and Prevention, Division of Viral Diseases	Kim,J.S.,Kim,J.G.,Kim,M.S.,Lee,N.J.,Jeong,Y.S.,Han,M.G.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820403.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820355.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820331.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820323.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820315.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820299.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820251.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820227.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820211.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
MN820163.1	Influenza A virus	Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division	Jernigan,D.,Wentworth,D.,Barnes,J.,Garten,R.,Xu,X.	seasonal-flu-h3n2-ha-2018-2020-seed4
