Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
MN573791.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573783.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573759.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573655.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573623.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573583.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573575.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573527.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573503.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573495.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573447.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573431.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573423.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573383.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573175.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573159.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573143.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573111.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573095.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573087.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573079.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN573071.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572935.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572895.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572863.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572855.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572823.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572791.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572759.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572743.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572735.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572719.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572711.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572679.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572663.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572655.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572647.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572639.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572631.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572615.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572599.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572583.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572575.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572551.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572535.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572487.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572399.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572375.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572335.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572255.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572239.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572191.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572111.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572079.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572063.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572015.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN572007.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571999.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571975.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571967.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571959.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571951.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571935.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571927.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571919.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571871.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571855.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571839.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571831.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571815.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571807.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571775.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571759.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571743.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571735.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571719.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571703.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571695.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571671.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571655.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571647.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571607.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571575.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571567.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571535.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571495.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571431.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571415.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571407.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571399.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
MN571391.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2018-2020
