Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
MN573495.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573463.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573455.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573447.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573431.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573423.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573383.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573175.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573159.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573143.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573095.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573087.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573079.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573047.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573039.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN573023.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572991.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572935.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572895.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572863.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572855.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572791.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572759.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572743.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572735.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572719.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572711.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572679.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572655.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572647.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572639.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572631.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572591.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572575.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572559.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572535.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572479.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572399.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572375.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572279.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572255.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572063.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572055.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572015.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN572007.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571999.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571975.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571967.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571959.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571951.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571935.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571927.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571919.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571871.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571839.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571831.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571815.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571807.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571775.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571767.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571735.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571719.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571703.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571695.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571655.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571647.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571631.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571607.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571591.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571575.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571503.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571495.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571431.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571415.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571407.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571399.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
MN571391.1	Influenza A virus	J. Craig Venter Institute	Tan,G.,Fedorova,N.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Miller,J.,Durbin,A.,Williams,T.,Cadiz,C.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018-seed4
